OBJECTID,FeatureUID,Label1,Country,FeatureNam,FeatureTyp,DsgAttr01,DsgAttr02,DsgAttr03,DsgAttr04,DsgAttr05,DsgAttr06,DsgAttr08,DsgAttr09,LocOpStat,MemoOther,DsgAttr10,MemoLoc,Latitude,Longitude,LocConfid,LocSource1,InfSource1,OperateNam,OwnerName1,OwnerName2,OwnerName3,OwnerName4,ADM1,DsgAttr07,Comment
457,COD072,COD72,Congo (Kinshasa),Plant near Mutanda Mine,Mineral Processing Plants,Metal,Copper,Refined,N,N,2018,Metric tons,<null>,Assumed Active,Largest facilities listed; also several more small producers.,<null>,Near Mutanda Mine,-10.792819,25.795559,A,Google Earth; Company website,"USGS 2018 Minerals Yearbook, Vol. III, Congo (Kinshasa) Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Mutanda Mining SPRL,<null>,<null>,<null>,<null>,Lualaba,200000,
458,COD073,COD73,Congo (Kinshasa),Plant near Tenke Fungurume Mine,Mineral Processing Plants,Metal,Copper,Refined,N,N,2018,Metric tons,<null>,Assumed Active,Largest facilities listed; also several more small producers.,<null>,Near Tenke Fungurume Mine,-10.569284,26.194279,A,Google Earth; Company website,"USGS 2018 Minerals Yearbook, Vol. III, Congo (Kinshasa) Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Tenke Fungurume Mining SARL,<null>,<null>,<null>,<null>,Lualaba,225000,
459,COD074,COD74,Congo (Kinshasa),Plants at Tenke Fungurume Mine,Mineral Processing Plants,Industrial,Sulfur,Sulfuric acid,N,N,2018,Metric tons,<null>,Assumed Active,Location provided is for one plant in the specified area of study.,<null>,Near Tenke,-10.568014,26.197059,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Congo (Kinshasa) Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Tenke Fungurume Mining SPRL (Gecamines),<null>,<null>,<null>,<null>,Lualaba,760000,
460,COD075,<null>,Congo (Kinshasa),Plants in former Katanga Province,Mineral Processing Plants,Metal,Cobalt,Mine,Y,Y,2018,Metric tons,e,Assumed Active,Estimated capacity. Location provided is for one mine in the specified area of study.,<null>,Former Katanga Province,-11.518996,27.429961,A,DRC Mining Cadastre Portal,"USGS 2018 Minerals Yearbook, Vol. III, Congo (Kinshasa) Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Congo Dong Fang International Mining sprl,<null>,<null>,<null>,<null>,Haut-Katanga,8700,
461,COD075,COD75,Congo (Kinshasa),Plants in former Katanga Province,Mines and Quarries,Metal,Copper,Mine,Y,Y,2018,Metric tons,e,Assumed Active,Estimated capacity. Location provided is for one plant in the specified area of study.,<null>,Haut-Katanga Province,-11.518996,27.429961,A,DRC Mining Cadastre Portal,"USGS 2018 Minerals Yearbook, Vol. III, Congo (Kinshasa) Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Congo Dong Fang International Mining sprl,<null>,<null>,<null>,<null>,Haut-Katanga,45000,
462,COD076,<null>,Congo (Kinshasa),Roan Tailings Reclamation Project (Metalkol RTR),Mines and Quarries,Metal,Cobalt,Mine,Y,Y,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Near Kolwezi,-10.641716,25.422617,A,Google Earth-118,"USGS 2018 Minerals Yearbook, Vol. III, Congo (Kinshasa) Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Eurasian Resources Group (ERG),<null>,<null>,<null>,<null>,Lualaba,14000,
463,COD076,COD76,Congo (Kinshasa),Roan Tailings Reclamation Project (Metalkol RTR),Mines and Quarries,Metal,Copper,Mine,Y,Y,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Near Kolwezi,-10.641716,25.422617,A,Google Earth-118,"USGS 2018 Minerals Yearbook, Vol. III, Congo (Kinshasa) Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Eurasian Resources Group (ERG),<null>,<null>,<null>,<null>,Lualaba,77000,
464,COD076,<null>,Congo (Kinshasa),Roan Tailings Retreatment Plant (Metalkol RTR),Mineral Processing Plants,Metal,Copper,Refined,N,N,2018,Metric tons,<null>,Assumed Active,Largest facilities listed; also several more small producers.,<null>,Near Kolwezi,-10.641716,25.422617,A,Google Earth-118,"USGS 2018 Minerals Yearbook, Vol. III, Congo (Kinshasa) Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Eurasian Resources Group (ERG),<null>,<null>,<null>,<null>,Lualaba,77000,
465,COD077,<null>,Congo (Kinshasa),Ruashi Mine,Mines and Quarries,Metal,Cobalt,Mine,Y,Y,2018,Metric tons,<null>,Assumed Active,Jinchuan Group International Resources Co. Ltd. holds 75% of Ruashi Mining SPRL  (via wholly owned subsidiary Metorex Pty Ltd.).,<null>,Near Lubumbashi,-11.619588,27.550127,A,Google Earth; Company website,"USGS 2018 Minerals Yearbook, Vol. III, Congo (Kinshasa) Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Ruashi Mining SPRL,Jinchuan Group International Resources Co. Ltd. (via wholly owned subsidiary Metorex) [75%],La Générale des Carrières et des Mines SA (Gécamines) [25%],<null>,<null>,Haut-Katanga,5000,
466,COD077,COD77,Congo (Kinshasa),Ruashi Mine,Mines and Quarries,Metal,Copper,Mine,Y,Y,2018,Metric tons,<null>,Assumed Active,Jinchuan Group International Resources Co. Ltd. holds 75% of Ruashi Mining SPRL  (via wholly owned subsidiary Metorex Pty Ltd.).,<null>,Near Lubumbashi,-11.619588,27.550127,A,Google Earth; Company website,"USGS 2018 Minerals Yearbook, Vol. III, Congo (Kinshasa) Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Ruashi Mining SPRL,Jinchuan Group International Resources Co. Ltd. (via wholly owned subsidiary Metorex) [75%],La Générale des Carrières et des Mines SA (Gécamines) [25%],<null>,<null>,Haut-Katanga,38000,
467,COD078,<null>,Congo (Kinshasa),Ruashi Plant,Mineral Processing Plants,Metal,Cobalt,Mine,Y,Y,2018,Metric tons,<null>,Assumed Active,Jinchuan Group International Resources Co. Ltd. holds 75% of Ruashi Mining SPRL  (via wholly owned subsidiary Metorex Pty Ltd.).,<null>,Near Lubumbashi,-11.613595,27.554553,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Congo (Kinshasa) Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Ruashi Mining SPRL,Jinchuan Group International Resources Co. Ltd. (via wholly owned subsidiary Metorex) [75%],La Générale des Carrières et des Mines SA (Gécamines) [25%],<null>,<null>,Haut-Katanga,5000,
468,COD078,COD78,Congo (Kinshasa),Ruashi Plant,Mineral Processing Plants,Metal,Copper,Refined,Y,Y,2018,Metric tons,<null>,Assumed Active,Largest facilities listed; also several more small producers. Jinchuan Group International Resources Co. Ltd. holds 75% of Ruashi Mining SPRL  (via wholly owned subsidiary Metorex Pty Ltd.).,<null>,Near Lubumbashi,-11.613595,27.554553,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Congo (Kinshasa) Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Ruashi Mining SPRL,Jinchuan Group International Resources Co. Ltd. (via wholly owned subsidiary Metorex) [75%],La Générale des Carrières et des Mines SA (Gécamines) [25%],<null>,<null>,Haut-Katanga,38000,
469,COD078,<null>,Congo (Kinshasa),Ruashi Plant,Mineral Processing Plants,Industrial,Sulfur,Sulfuric acid,Y,Y,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Near Lubumbashi,-11.613595,27.554553,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Congo (Kinshasa) Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Ruashi Mining SPRL,<null>,<null>,<null>,<null>,Haut-Katanga,190000,
470,COD079,COD79,Congo (Kinshasa),Shituru Plant,Mineral Processing Plants,Metal,Copper,Refined,N,N,2018,Metric tons,<null>,Assumed Active,Largest facilities listed; also several more small producers.,<null>,Near Likasi,-11.007236,26.748463,A,Google Earth; Company website,"USGS 2018 Minerals Yearbook, Vol. III, Congo (Kinshasa) Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",La Générale des Carrières et des Mines SA (Gécamines),<null>,<null>,<null>,<null>,Haut-Katanga,21600,
471,COD080,COD80,Congo (Kinshasa),Sicomines Dikuluwe Beneficiation Plant,Mineral Processing Plants,Metal,Cobalt,Mine,N,N,2018,Metric tons,<null>,Assumed Active,Different than the Dikuluwe subproperty of Glencore's Kamoto property,<null>,<null>,-10.745,25.363,A,Google Earth  Company and Property DB,"USGS 2018 Minerals Yearbook, Vol. III, Congo (Kinshasa) Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases","La Sino-Congolaise des Mines Sarl, (SICOMINES)",China Railway Engineering Corporation [33%],Sino Hydro Corp [30%],Gecamines [20%],Gilbert Kalamba Banika [12%],Lualaba,600,
472,COD081,<null>,Congo (Kinshasa),SOMIKA Mine,Mines and Quarries,Metal,Cobalt,Mine,Y,Y,2018,Metric tons,e,Assumed Active,Estimated capacity.,<null>,Near Lubumbashi,-11.685975,27.471213,A,Google Earth; Company website,"USGS 2018 Minerals Yearbook, Vol. III, Congo (Kinshasa) Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Société Minière du Katanga SPRL (Somika),VINMART Group [100%],<null>,<null>,<null>,Haut-Katanga,3500,
473,COD081,COD81,Congo (Kinshasa),SOMIKA Mine,Mines and Quarries,Metal,Copper,Mine,Y,Y,2018,Metric tons,e,Assumed Active,Estimated capacity.,<null>,Near Lubumbashi,-11.685975,27.471213,A,Google Earth; Company website,"USGS 2018 Minerals Yearbook, Vol. III, Congo (Kinshasa) Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Société Minière du Katanga SPRL (Somika),VINMART Group [100%],<null>,<null>,<null>,Haut-Katanga,20000,
474,COD082,COD82,Congo (Kinshasa),SOMIKA Plant,Mineral Processing Plants,Metal,Copper,Refined,N,N,2018,Metric tons,e,Assumed Active,Largest facilities listed; also several more small producers. Estimated capacity.,<null>,Near Lubumbashi,-11.682539,27.471158,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Congo (Kinshasa) Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Société Minière du Katanga SPRL (Somika),VINMART Group [100%],<null>,<null>,<null>,Haut-Katanga,20000,
475,COD083,<null>,Congo (Kinshasa),Tenke Fungurume Mine,Mines and Quarries,Metal,Cobalt,Mine,Y,Y,2018,Metric tons,e,Assumed Active,Estimated capacity.,<null>,Lualaba Province,-10.58131,26.18647,A,SNL,"USGS 2018 Minerals Yearbook, Vol. III, Congo (Kinshasa) Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Tenke Fungurume Mining SARL,China Molybdenum Co. Ltd. [80%],La Générale des Carrières et des Mines SA (Gécamines) [20%],<null>,<null>,Lualaba,18000,
476,COD083,COD83,Congo (Kinshasa),Tenke Fungurume Mine,Mines and Quarries,Metal,Copper,Mine,Y,Y,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Lualaba Province,-10.58131,26.18647,A,SNL,"USGS 2018 Minerals Yearbook, Vol. III, Congo (Kinshasa) Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Tenke Fungurume Mining SARL,China Molybdenum Co. Ltd. [80%],La Générale des Carrières et des Mines SA (Gécamines) [20%],<null>,<null>,Lualaba,225000,
477,COD084,COD84,Congo (Kinshasa),Tschiende Well,Oil and Gas Fields,Fuel,Petroleum,Crude,N,N,2018,Thousand 42-gallon barrels,c,Assumed Active,"Capacity is a combination of Kifuku, Kinkasi, Liawenda, Makelekese, Muanda, Nsiamfuma, and Tschiende onshore Wells.","COD017, COD023 ,COD029, COD054",Onshore,-5.812099,12.228189,A,Google Earth-31,"USGS 2018 Minerals Yearbook, Vol. III, Congo (Kinshasa) Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Perenco REP,Perenco Group [0%],Congolaise des Hydrocarbures SARL<null>,<null>,<null>,Kongo-Central,5480,
478,COD085,COD85,Congo (Kinshasa),Tshiala Well,Oil and Gas Fields,Fuel,Petroleum,Crude,N,N,2018,Thousand 42-gallon barrels,c,Assumed Active,"Capacity is a combination of Mibale, Motoba, and Tshiala offshore Wells.","COD031, COD053",Offshore,-5.96412,12.076492,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Congo (Kinshasa) Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Muanda International Oil Co.,Perenco Group [50%],Inpex Corp. [32.3%],ODS Ltd. [17.7%],<null>,Offshore,3650,
479,COD086,COD86,Congo (Kinshasa),Tshibwe Mine,Mines and Quarries,Gemstone,Diamond,<null>,N,N,2018,Thousand carats,<null>,Assumed Active,<null>,<null>,Kasai-Oriental Province,-6.28983,23.362973,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Congo (Kinshasa) Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Societe Anhui-Congo d'Investissment Minier SPRL (SACIM),Anhui Foreign Economic Construction Group [50%],Societe Congolaise d'Investissment Minier [50%],<null>,<null>,Kasaï-Oriental,6000,
480,COD087,COD87,Congo (Kinshasa),Twangiza Mine,Mines and Quarries,Metal,Gold,<null>,N,N,2018,Kilograms,<null>,Assumed Active,<null>,<null>,Sud-Kivu Province,-2.872563,28.742186,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Congo (Kinshasa) Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Banro Corp.,<null>,<null>,<null>,<null>,Sud-Kivu,3500,
481,COD088,COD88,Congo (Kinshasa),Usoke Plant,Mineral Processing Plants,Metal,Copper,Refined,N,N,2018,Metric tons,<null>,Assumed Active,Largest facilities listed; also several more small producers.,<null>,Lubumbashi,-11.644232,27.504139,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Congo (Kinshasa) Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Chemaf SPRL,Shalina Resources Ltd. [100%],<null>,<null>,<null>,Haut-Katanga,51500,
482,CIV001,CIV1,Côte d'Ivoire,Abidjan Plant,Mineral Processing Plants,Industrial,Cement,<null>,N,N,2018,Thousand metric tons,<null>,Assumed Active,<null>,<null>,<null>,5.295796,-4.010238,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Cote d'Ivoire Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Société des Ciments d'Abidjan,Amida Group [100%],<null>,<null>,<null>,Abidjan,1000,
483,CIV002,CIV2,Côte d'Ivoire,Agbaou Mine,Mines and Quarries,Metal,Gold,<null>,N,N,2018,Kilograms,<null>,Assumed Active,<null>,<null>,200 kilometers northwest of Abidjan,6.101924,-5.234426,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Cote d'Ivoire Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Agbaou Gold Operations S.A.,Endeavour Mining Corp. [85%],Government [15%],<null>,<null>,Gôh-Djiboua,3000,
484,CIV003,CIV3,Côte d'Ivoire,Baobab oilfield,Oil and Gas Fields,Fuel,Petroleum,Crude,N,N,2018,Thousand 42-gallon barrels,<null>,Assumed Active,<null>,<null>,Offshore,4.931714,-4.454714,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Cote d'Ivoire Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Canadian Natural Resources Ltd.,Canadian Natural Resources Ltd. [57.61%],Svenska Petroleum Exploration AB [27.39%],Société Nationale d'Operations Pétrolières de la Côte d'Ivoire (Petroci) [15%],<null>,Offshore,17520,
485,CIV004,CIV4,Côte d'Ivoire,Block CI-103,Oil and Gas Fields,Fuel,Petroleum,Crude,N,N,2018,NA,<null>,Assumed Active,<null>,<null>,Offshore,4.509565,-4.169785,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Cote d'Ivoire Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Anadarko Petroleum Corp.,Anadarko Petroleum Corp. [65%],<null>,<null>,<null>,Offshore,-999,
